avg_int,avg_spd,ctrl_par,grp_shr,std_spd,str_cst,trl_shr
2.18875,1.338875,0.5,0.325,0.225,28.825,0.55
2.1482500000000004,1.251875,0.5,0.325,0.225,21.325,0.55
1.8962500000000002,1.330625,0.5,0.325,0.225,27.175,0.55
1.8242500000000001,1.3876249999999999,0.5,0.325,0.225,23.875,0.55
1.36975,1.313375,0.5,0.325,0.225,38.725,0.55
2.1662500000000002,1.3523749999999999,0.5,0.325,0.225,11.125,0.55
1.92775,1.329125,0.5,0.325,0.225,13.525,0.55
1.9907500000000002,1.2878749999999999,0.5,0.325,0.225,25.375,0.55
1.46875,1.311875,0.5,0.325,0.225,11.425,0.55
1.52725,1.296875,0.5,0.325,0.225,12.325,0.55
1.30675,1.263875,0.5,0.325,0.225,21.775,0.55
1.6127500000000001,1.284875,0.5,0.325,0.225,26.725,0.55
1.82875,1.3223749999999999,0.5,0.325,0.225,32.425,0.55
1.5362500000000001,1.308125,0.5,0.325,0.225,30.325,0.55
1.4192500000000001,1.3748749999999998,0.5,0.325,0.225,25.825000000000003,0.55
1.4732500000000002,1.268375,0.5,0.325,0.225,38.275000000000006,0.55
1.5497500000000002,1.295375,0.5,0.325,0.225,29.575000000000003,0.55
1.9232500000000003,1.353125,0.5,0.325,0.225,38.875,0.55
1.86925,1.366625,0.5,0.325,0.225,18.475,0.55
1.9187500000000002,1.318625,0.5,0.325,0.225,27.924999999999997,0.55
1.56325,1.252625,0.5,0.325,0.225,20.425,0.55
2.16175,1.3636249999999999,0.5,0.325,0.225,37.675000000000004,0.55
2.01325,1.304375,0.5,0.325,0.225,10.225,0.55
1.45975,1.300625,0.5,0.325,0.225,17.725,0.55
2.05375,1.271375,0.5,0.325,0.225,24.025,0.55
1.77025,1.263125,0.5,0.325,0.225,30.775000000000002,0.55
1.7792500000000002,1.3988749999999999,0.5,0.325,0.225,18.025,0.55
1.71175,1.389875,0.5,0.325,0.225,16.225,0.55
1.75225,1.3628749999999998,0.5,0.325,0.225,13.975,0.55
1.6307500000000001,1.3568749999999998,0.5,0.325,0.225,38.425,0.55
1.9367500000000002,1.306625,0.5,0.325,0.225,38.125,0.55
2.07175,1.342625,0.5,0.325,0.225,30.925,0.55
1.4552500000000002,1.320875,0.5,0.325,0.225,35.425,0.55
1.63525,1.341125,0.5,0.325,0.225,15.325,0.55
1.58575,1.303625,0.5,0.325,0.225,25.525000000000002,0.55
1.7477500000000001,1.365875,0.5,0.325,0.225,37.525,0.55
1.76125,1.325375,0.5,0.325,0.225,13.675,0.55
1.73425,1.388375,0.5,0.325,0.225,39.925,0.55
1.54525,1.323875,0.5,0.325,0.225,11.275,0.55
2.1212500000000003,1.298375,0.5,0.325,0.225,23.575000000000003,0.55
2.07625,1.302125,0.5,0.325,0.225,10.825,0.55
1.7207500000000002,1.374125,0.5,0.325,0.225,26.275,0.55
1.3967500000000002,1.336625,0.5,0.325,0.225,10.975,0.55
1.31125,1.3973749999999998,0.5,0.325,0.225,17.425,0.55
1.68025,1.367375,0.5,0.325,0.225,31.525000000000002,0.55
1.81975,1.3868749999999999,0.5,0.325,0.225,36.625,0.55
2.06725,1.347125,0.5,0.325,0.225,25.075,0.55
1.4372500000000001,1.301375,0.5,0.325,0.225,34.825,0.55
1.7072500000000002,1.273625,0.5,0.325,0.225,24.325000000000003,0.55
2.1347500000000004,1.299125,0.5,0.325,0.225,12.025,0.55
2.18425,1.312625,0.5,0.325,0.225,26.125000000000004,0.55
1.83325,1.278125,0.5,0.325,0.225,20.125,0.55
1.67575,1.324625,0.5,0.325,0.225,36.325,0.55
1.7882500000000001,1.368125,0.5,0.325,0.225,23.725,0.55
1.50475,1.359875,0.5,0.325,0.225,17.575,0.55
1.31575,1.290875,0.5,0.325,0.225,19.975,0.55
1.35175,1.344125,0.5,0.325,0.225,32.125,0.55
2.0447500000000005,1.299875,0.5,0.325,0.225,22.825,0.55
2.08975,1.253375,0.5,0.325,0.225,33.325,0.55
2.11675,1.272875,0.5,0.325,0.225,39.625,0.55
1.9457500000000003,1.373375,0.5,0.325,0.225,35.275000000000006,0.55
1.38775,1.3928749999999999,0.5,0.325,0.225,31.075,0.55
1.48225,1.3111249999999999,0.5,0.325,0.225,25.975,0.55
1.39225,1.383875,0.5,0.325,0.225,20.575000000000003,0.55
2.1392500000000005,1.275875,0.5,0.325,0.225,11.575,0.55
1.3787500000000001,1.314125,0.5,0.325,0.225,24.175,0.55
1.54075,1.3816249999999999,0.5,0.325,0.225,35.724999999999994,0.55
1.7297500000000001,1.377875,0.5,0.325,0.225,33.474999999999994,0.55
2.0492500000000002,1.379375,0.5,0.325,0.225,15.025,0.55
1.8602500000000002,1.378625,0.5,0.325,0.225,36.925,0.55
1.9322500000000002,1.393625,0.5,0.325,0.225,19.225,0.55
1.69825,1.251125,0.5,0.325,0.225,12.625,0.55
1.41025,1.371875,0.5,0.325,0.225,14.125,0.55
1.6262500000000002,1.3463749999999999,0.5,0.325,0.225,31.674999999999997,0.55
1.43275,1.343375,0.5,0.325,0.225,22.375,0.55
1.8647500000000001,1.350875,0.5,0.325,0.225,15.175,0.55
2.0402500000000003,1.2931249999999999,0.5,0.325,0.225,27.475,0.55
1.6037500000000002,1.259375,0.5,0.325,0.225,31.225,0.55
1.96825,1.327625,0.5,0.325,0.225,10.075,0.55
1.51825,1.3576249999999999,0.5,0.325,0.225,34.375,0.55
1.7252500000000002,1.348625,0.5,0.325,0.225,30.625,0.55
1.7927500000000003,1.291625,0.5,0.325,0.225,23.425,0.55
1.7567500000000003,1.391375,0.5,0.325,0.225,29.424999999999997,0.55
1.61725,1.284125,0.5,0.325,0.225,37.224999999999994,0.55
1.8377500000000002,1.292375,0.5,0.325,0.225,17.275,0.55
2.0267500000000003,1.354625,0.5,0.325,0.225,22.525,0.55
1.49125,1.3861249999999998,0.5,0.325,0.225,12.475,0.55
1.57675,1.2646249999999999,0.5,0.325,0.225,11.725,0.55
1.6712500000000001,1.282625,0.5,0.325,0.225,14.725,0.55
1.99525,1.3756249999999999,0.5,0.325,0.225,22.975,0.55
1.9547500000000002,1.365125,0.5,0.325,0.225,15.925,0.55
1.8017500000000002,1.335125,0.5,0.325,0.225,30.025,0.55
1.50025,1.3283749999999999,0.5,0.325,0.225,30.475,0.55
1.32475,1.297625,0.5,0.325,0.225,33.775,0.55
1.6667500000000002,1.371125,0.5,0.325,0.225,19.075,0.55
1.8737500000000002,1.349375,0.5,0.325,0.225,29.125,0.55
1.4147500000000002,1.372625,0.5,0.325,0.225,24.775,0.55
1.64425,1.338125,0.5,0.325,0.225,34.525000000000006,0.55
1.34275,1.361375,0.5,0.325,0.225,17.125,0.55
1.77475,1.309625,0.5,0.325,0.225,25.225,0.55
1.8512500000000003,1.294625,0.5,0.325,0.225,13.825,0.55
2.05825,1.270625,0.5,0.325,0.225,16.075,0.55
2.03125,1.335875,0.5,0.325,0.225,35.125,0.55
